Zip	City	State	Region	District	Latitude (State Centre)	Lonitude (State Centre)2
66619	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66620	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66621	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66622	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66624	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66625	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66626	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66629	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66636	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66647	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66667	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66675	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66683	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66699	Topeka, KS	KS	Central	District #30	38.48539205	-98.08531911
66716	Bronson, KS	KS	Central	District #30	38.48539205	-98.08531911
66738	Fulton, KS	KS	Central	District #30	38.48539205	-98.08531911
66742	Gas, KS	KS	Central	District #30	38.48539205	-98.08531911
66749	Iola, KS	KS	Central	District #30	38.48539205	-98.08531911
66751	La Harpe, KS	KS	Central	District #30	38.48539205	-98.08531911
66754	Mapleton, KS	KS	Central	District #30	38.48539205	-98.08531911
66755	Moran, KS	KS	Central	District #30	38.48539205	-98.08531911
66758	Neosho Falls, KS	KS	Central	District #30	38.48539205	-98.08531911
66761	Piqua, KS	KS	Central	District #30	38.48539205	-98.08531911
66767	Prescott, KS	KS	Central	District #30	38.48539205	-98.08531911
66783	Yates Center, KS	KS	Central	District #30	38.48539205	-98.08531911
66801	Emporia, KS	KS	Central	District #30	38.48539205	-98.08531911
66830	Admire, KS	KS	Central	District #30	38.48539205	-98.08531911
66833	Allen, KS	KS	Central	District #30	38.48539205	-98.08531911
66834	Alta Vista, KS	KS	Central	District #30	38.48539205	-98.08531911
66835	Americus, KS	KS	Central	District #30	38.48539205	-98.08531911
66838	Burdick, KS	KS	Central	District #30	38.48539205	-98.08531911
66839	Burlington, KS	KS	Central	District #30	38.48539205	-98.08531911
66843	Cedar Point, KS	KS	Central	District #30	38.48539205	-98.08531911
66845	Cottonwood Falls, KS	KS	Central	District #30	38.48539205	-98.08531911
66846	Council Grove, KS	KS	Central	District #30	38.48539205	-98.08531911
66849	Dwight, KS	KS	Central	District #30	38.48539205	-98.08531911
66850	Elmdale, KS	KS	Central	District #30	38.48539205	-98.08531911
66852	Gridley, KS	KS	Central	District #30	38.48539205	-98.08531911
66854	Hartford, KS	KS	Central	District #30	38.48539205	-98.08531911
66855	Lamont, KS	KS	Central	District #30	38.48539205	-98.08531911
66856	Lebo, KS	KS	Central	District #30	38.48539205	-98.08531911
66857	Le Roy, KS	KS	Central	District #30	38.48539205	-98.08531911
66858	Lincolnville, KS	KS	Central	District #30	38.48539205	-98.08531911
66859	Lost Springs, KS	KS	Central	District #30	38.48539205	-98.08531911
66860	Madison, KS	KS	Central	District #30	38.48539205	-98.08531911
66861	Marion, KS	KS	Central	District #30	38.48539205	-98.08531911
66864	Neosho Rapids, KS	KS	Central	District #30	38.48539205	-98.08531911
66865	Olpe, KS	KS	Central	District #30	38.48539205	-98.08531911
66868	Reading, KS	KS	Central	District #30	38.48539205	-98.08531911
66869	Strong City, KS	KS	Central	District #30	38.48539205	-98.08531911
66871	Waverly, KS	KS	Central	District #30	38.48539205	-98.08531911
66872	White City, KS	KS	Central	District #30	38.48539205	-98.08531911
66873	Wilsey, KS	KS	Central	District #30	38.48539205	-98.08531911
66933	Barnes, KS	KS	Central	District #30	38.48539205	-98.08531911
66937	Clifton, KS	KS	Central	District #30	38.48539205	-98.08531911
66943	Greenleaf, KS	KS	Central	District #30	38.48539205	-98.08531911
66944	Haddam, KS	KS	Central	District #30	38.48539205	-98.08531911
66945	Hanover, KS	KS	Central	District #30	38.48539205	-98.08531911
66946	Hollenberg, KS	KS	Central	District #30	38.48539205	-98.08531911
66953	Linn, KS	KS	Central	District #30	38.48539205	-98.08531911
66955	Mahaska, KS	KS	Central	District #30	38.48539205	-98.08531911
66958	Morrowville, KS	KS	Central	District #30	38.48539205	-98.08531911
66962	Palmer, KS	KS	Central	District #30	38.48539205	-98.08531911
66968	Washington, KS	KS	Central	District #30	38.48539205	-98.08531911
67410	Abilene, KS	KS	Central	District #30	38.48539205	-98.08531911
67431	Chapman, KS	KS	Central	District #30	38.48539205	-98.08531911
67432	Clay Center, KS	KS	Central	District #30	38.48539205	-98.08531911
67441	Enterprise, KS	KS	Central	District #30	38.48539205	-98.08531911
67447	Green, KS	KS	Central	District #30	38.48539205	-98.08531911
67449	Herington, KS	KS	Central	District #30	38.48539205	-98.08531911
67451	Hope, KS	KS	Central	District #30	38.48539205	-98.08531911
67458	Longford, KS	KS	Central	District #30	38.48539205	-98.08531911
67468	Morganville, KS	KS	Central	District #30	38.48539205	-98.08531911
67475	Ramona, KS	KS	Central	District #30	38.48539205	-98.08531911
67487	Wakefield, KS	KS	Central	District #30	38.48539205	-98.08531911
67492	Woodbine, KS	KS	Central	District #30	38.48539205	-98.08531911
67730	Atwood, KS	KS	Central	District #30	38.48539205	-98.08531911
67731	Bird City, KS	KS	Central	District #30	38.48539205	-98.08531911
67739	Herndon, KS	KS	Central	District #30	38.48539205	-98.08531911
67744	Ludell, KS	KS	Central	District #30	38.48539205	-98.08531911
67745	Mc Donald, KS	KS	Central	District #30	38.48539205	-98.08531911
67749	Oberlin, KS	KS	Central	District #30	38.48539205	-98.08531911
67756	Saint Francis, KS	KS	Central	District #30	38.48539205	-98.08531911
80721	Amherst, CO	CO	Central	District #30	38.93079645	-105.4902961
80726	Crook, CO	CO	Central	District #30	38.93079645	-105.4902961
80731	Haxtun, CO	CO	Central	District #30	38.93079645	-105.4902961
80734	Holyoke, CO	CO	Central	District #30	38.93079645	-105.4902961
80737	Julesburg, CO	CO	Central	District #30	38.93079645	-105.4902961
80744	Ovid, CO	CO	Central	District #30	38.93079645	-105.4902961
80746	Paoli, CO	CO	Central	District #30	38.93079645	-105.4902961
80749	Sedgwick, CO	CO	Central	District #30	38.93079645	-105.4902961
80758	Wray, CO	CO	Central	District #30	38.93079645	-105.4902961
59003	Ashland, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59004	Ashland, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59012	Birney, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59025	Decker, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59062	Otter, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59201	Wolf Point, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59211	Antelope, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59212	Bainville, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59213	Brockton, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59217	Crane, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59218	Culbertson, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59219	Dagmar, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59221	Fairview, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59222	Flaxville, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59225	Frazer, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59226	Froid, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59230	Glasgow, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59231	Saint Marie, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59240	Glentana, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59242	Homestead, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59243	Lambert, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59244	Larslan, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59247	Medicine Lake, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59248	Nashua, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59250	Opheim, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59252	Outlook, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59253	Peerless, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59254	Plentywood, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59255	Poplar, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59256	Raymond, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59257	Redstone, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59258	Reserve, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59259	Richey, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59260	Richland, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59262	Savage, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59263	Scobey, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59270	Sidney, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59274	Vida, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59275	Westby, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59276	Whitetail, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59311	Alzada, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59313	Baker, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59314	Biddle, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59315	Bloomfield, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59316	Boyes, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59317	Broadus, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59319	Capitol, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59324	Ekalaka, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59326	Fallon, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59330	Glendive, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59332	Hammond, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59336	Ismay, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59339	Lindsay, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59341	Mildred, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59343	Olive, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59344	Plevna, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59345	Powderville, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59351	Volborg, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59353	Wibaux, MT	MT	Central	District #32	46.97210409	-109.70327900000001
59354	Willard, MT	MT	Central	District #32	46.97210409	-109.70327900000001
68004	Bancroft, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68020	Decatur, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68030	Homer, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68038	Lyons, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68039	Macy, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68045	Oakland, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68047	Pender, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68055	Rosalie, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68062	Thurston, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68067	Walthill, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68071	Winnebago, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68710	Allen, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68716	Beemer, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68717	Belden, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68718	Bloomfield, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68719	Bristow, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68722	Butte, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68723	Carroll, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68724	Center, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68727	Coleridge, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68728	Concord, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68729	Creighton, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68730	Crofton, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68731	Dakota City, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68732	Dixon, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68733	Emerson, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68736	Fordyce, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68739	Hartington, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68741	Hubbard, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68743	Jackson, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68745	Laurel, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68746	Lynch, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68747	Mclean, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68749	Magnet, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68751	Maskell, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68753	Mills, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68755	Naper, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68757	Newcastle, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68760	Niobrara, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68770	Ponca, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68771	Randolph, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68774	Saint Helena, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68776	South Sioux City, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68777	Spencer, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68778	Springview, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68783	Verdigre, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68784	Wakefield, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68785	Waterbury, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68786	Wausa, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68787	Wayne, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68789	Winnetoon, NE	NE	Central	District #32	41.32110376	-99.03643259999998
68792	Wynot, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69337	Chadron, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69339	Crawford, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69343	Gordon, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69347	Hay Springs, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69348	Hemingford, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69354	Marsland, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69360	Rushville, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69365	Whiteclay, NE	NE	Central	District #32	41.32110376	-99.03643259999998
69367	Whitney, NE	NE	Central	District #32	41.32110376	-99.03643259999998
82058	Garrett, WY	WY	Central	District #32	43.0894277	-107.1497969
82213	Glendo, WY	WY	Central	District #32	43.0894277	-107.1497969
82222	Lance Creek, WY	WY	Central	District #32	43.0894277	-107.1497969
82224	Lost Springs, WY	WY	Central	District #32	43.0894277	-107.1497969
82225	Lusk, WY	WY	Central	District #32	43.0894277	-107.1497969
82227	Manville, WY	WY	Central	District #32	43.0894277	-107.1497969
82229	Shawnee, WY	WY	Central	District #32	43.0894277	-107.1497969
82242	Van Tassell, WY	WY	Central	District #32	43.0894277	-107.1497969
82301	Rawlins, WY	WY	Central	District #32	43.0894277	-107.1497969
82310	Jeffrey City, WY	WY	Central	District #32	43.0894277	-107.1497969
82322	Bairoil, WY	WY	Central	District #32	43.0894277	-107.1497969
82324	Elk Mountain, WY	WY	Central	District #32	43.0894277	-107.1497969
82327	Hanna, WY	WY	Central	District #32	43.0894277	-107.1497969
82329	Medicine Bow, WY	WY	Central	District #32	43.0894277	-107.1497969
82334	Sinclair, WY	WY	Central	District #32	43.0894277	-107.1497969
82335	Walcott, WY	WY	Central	District #32	43.0894277	-107.1497969
82401	Worland, WY	WY	Central	District #32	43.0894277	-107.1497969
82430	Kirby, WY	WY	Central	District #32	43.0894277	-107.1497969
82442	Ten Sleep, WY	WY	Central	District #32	43.0894277	-107.1497969
82443	Thermopolis, WY	WY	Central	District #32	43.0894277	-107.1497969
82501	Riverton, WY	WY	Central	District #32	43.0894277	-107.1497969
82510	Arapahoe, WY	WY	Central	District #32	43.0894277	-107.1497969
82512	Crowheart, WY	WY	Central	District #32	43.0894277	-107.1497969
82516	Kinnear, WY	WY	Central	District #32	43.0894277	-107.1497969
82523	Pavillion, WY	WY	Central	District #32	43.0894277	-107.1497969
82524	Saint Stephens, WY	WY	Central	District #32	43.0894277	-107.1497969
82601	Casper, WY	WY	Central	District #32	43.0894277	-107.1497969
82602	Casper, WY	WY	Central	District #32	43.0894277	-107.1497969
82604	Casper, WY	WY	Central	District #32	43.0894277	-107.1497969
82605	Casper, WY	WY	Central	District #32	43.0894277	-107.1497969
82609	Casper, WY	WY	Central	District #32	43.0894277	-107.1497969
82615	Shirley Basin, WY	WY	Central	District #32	43.0894277	-107.1497969
82620	Alcova, WY	WY	Central	District #32	43.0894277	-107.1497969
82630	Arminto, WY	WY	Central	District #32	43.0894277	-107.1497969
82633	Douglas, WY	WY	Central	District #32	43.0894277	-107.1497969
82635	Edgerton, WY	WY	Central	District #32	43.0894277	-107.1497969
82636	Evansville, WY	WY	Central	District #32	43.0894277	-107.1497969
82637	Glenrock, WY	WY	Central	District #32	43.0894277	-107.1497969
82638	Hiland, WY	WY	Central	District #32	43.0894277	-107.1497969
82639	Kaycee, WY	WY	Central	District #32	43.0894277	-107.1497969
82640	Linch, WY	WY	Central	District #32	43.0894277	-107.1497969
82642	Lysite, WY	WY	Central	District #32	43.0894277	-107.1497969
82643	Midwest, WY	WY	Central	District #32	43.0894277	-107.1497969
82644	Mills, WY	WY	Central	District #32	43.0894277	-107.1497969
82646	Natrona, WY	WY	Central	District #32	43.0894277	-107.1497969
82648	Powder River, WY	WY	Central	District #32	43.0894277	-107.1497969
82649	Shoshoni, WY	WY	Central	District #32	43.0894277	-107.1497969
82701	Newcastle, WY	WY	Central	District #32	43.0894277	-107.1497969
82710	Aladdin, WY	WY	Central	District #32	43.0894277	-107.1497969
82711	Alva, WY	WY	Central	District #32	43.0894277	-107.1497969
82712	Beulah, WY	WY	Central	District #32	43.0894277	-107.1497969
82714	Devils Tower, WY	WY	Central	District #32	43.0894277	-107.1497969
82715	Four Corners, WY	WY	Central	District #32	43.0894277	-107.1497969
82716	Gillette, WY	WY	Central	District #32	43.0894277	-107.1497969
82717	Gillette, WY	WY	Central	District #32	43.0894277	-107.1497969
82718	Gillette, WY	WY	Central	District #32	43.0894277	-107.1497969
82720	Hulett, WY	WY	Central	District #32	43.0894277	-107.1497969
82721	Moorcroft, WY	WY	Central	District #32	43.0894277	-107.1497969
82723	Osage, WY	WY	Central	District #32	43.0894277	-107.1497969
82725	Recluse, WY	WY	Central	District #32	43.0894277	-107.1497969
82727	Rozet, WY	WY	Central	District #32	43.0894277	-107.1497969
82729	Sundance, WY	WY	Central	District #32	43.0894277	-107.1497969
82730	Upton, WY	WY	Central	District #32	43.0894277	-107.1497969
82731	Weston, WY	WY	Central	District #32	43.0894277	-107.1497969
82732	Wright, WY	WY	Central	District #32	43.0894277	-107.1497969
82801	Sheridan, WY	WY	Central	District #32	43.0894277	-107.1497969
82831	Arvada, WY	WY	Central	District #32	43.0894277	-107.1497969
82832	Banner, WY	WY	Central	District #32	43.0894277	-107.1497969
82833	Big Horn, WY	WY	Central	District #32	43.0894277	-107.1497969
82834	Buffalo, WY	WY	Central	District #32	43.0894277	-107.1497969
82835	Clearmont, WY	WY	Central	District #32	43.0894277	-107.1497969
82837	Leiter, WY	WY	Central	District #32	43.0894277	-107.1497969
82839	Ranchester, WY	WY	Central	District #32	43.0894277	-107.1497969
82840	Saddlestring, WY	WY	Central	District #32	43.0894277	-107.1497969
82842	Story, WY	WY	Central	District #32	43.0894277	-107.1497969
82844	Wolf, WY	WY	Central	District #32	43.0894277	-107.1497969
82845	Wyarno, WY	WY	Central	District #32	43.0894277	-107.1497969
50020	Anita, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50022	Atlantic, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50025	Audubon, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50026	Bagley, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50029	Bayard, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50042	Brayton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50050	Churdan, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50058	Coon Rapids, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50059	Cooper, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50064	Dana, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50076	Exira, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50107	Grand Junction, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50110	Gray, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50115	Guthrie Center, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50117	Hamlin, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50128	Jamaica, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50129	Jefferson, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50216	Panora, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50217	Paton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50235	Rippey, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50274	Wiota, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50277	Yale, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50510	Albert City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50523	Callender, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50535	Early, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50538	Farnhamville, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50540	Fonda, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50543	Gowrie, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50544	Harcourt, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50551	Jolley, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50552	Knierim, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50561	Lytton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50566	Moorland, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50567	Nemaha, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50568	Newell, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50575	Pomeroy, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50576	Rembrandt, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50579	Rockwell City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50583	Sac City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50586	Somers, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50588	Storm Lake, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50592	Truesdale, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50593	Varina, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50843	Cumberland, IA	IA	Central	District #32	42.02996663	-93.46588059999999
50853	Massena, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51001	Akron, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51002	Alta, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51003	Alton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51004	Anthon, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51005	Aurelia, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51006	Battle Creek, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51007	Bronson, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51008	Brunsville, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51009	Calumet, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51010	Castana, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51011	Chatsworth, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51012	Cherokee, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51014	Cleghorn, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51015	Climbing Hill, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51016	Correctionville, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51018	Cushing, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51019	Danbury, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51020	Galva, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51022	Granville, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51023	Hawarden, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51024	Hinton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51025	Holstein, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51026	Hornick, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51027	Ireton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51028	Kingsley, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51029	Larrabee, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51030	Lawton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51031	Le Mars, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51034	Mapleton, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51035	Marcus, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51036	Maurice, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51037	Meriden, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51038	Merrill, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51039	Moville, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51040	Onawa, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51041	Orange City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51044	Oto, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51045	Oyens, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51046	Paullina, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51048	Pierson, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51049	Quimby, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51050	Remsen, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51051	Rodney, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51052	Salix, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51053	Schaller, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51054	Sergeant Bluff, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51055	Sloan, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51056	Smithland, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51058	Sutherland, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51060	Ute, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51061	Washta, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51062	Westfield, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51063	Whiting, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51101	Sioux City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51102	Sioux City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51103	Sioux City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51104	Sioux City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51105	Sioux City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
51106	Sioux City, IA	IA	Central	District #32	42.02996663	-93.46588059999999
